Src Port,Dst Port,Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,KeyBrowser,MediaType,Encryption,hour,Src IP,Dst IP
57468,443,6,104887796.0,3.0,5.0,0.0,154.0,0.0,0.0,0.0,0.0,154.0,0.0,30.796875,68.875,1.468235637,0.076271981,14983971.0,21239420.0,45055613.0,94.0,90111963.0,45055980.0,88.38835144042969,45056044.0,45055919.0,104887351.0,26221838.0,22568804.0,45056052.0,94.0,0.0,0.0,0.0,0.0,60.0,100.0,0.0286019928753376,0.04766998812556267,0.0,154.0,17.109375,51.34375,2635.111083984375,1.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,19.25,0.0,30.796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2640.0,2640.0,0.0,20.0,0,0,0,0,1437770000000000.0,41604610.0,1437770000000000.0,1440000000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,2915189130
41313,443,6,75987458.0,10.0,10.0,2879.0,1060.0,1460.0,0.0,288.0,573.0,583.0,0.0,106.0,197.75,51.83750192,0.26320133,3999340.0,12071082.0,45055553.0,14.0,75987143.0,8443016.0,16901352.0,45055996.0,40.0,75987015.0,8443002.0,16901194.0,45055912.0,21.0,0.0,0.0,0.0,0.0,200.0,200.0,0.13160066306591034,0.13160066306591034,0.0,1460.0,187.625,418.75,175378.5625,0.0,0.0,0.0,7.0,20.0,0.0,0.0,0.0,1.0,197.0,288.0,106.0,0.0,0.0,0.0,0.0,8.0,3965.0,0.0,143.0,0.0,53.0,14626.0,5386.0,4.0,20.0,0,0,0,0,1437770000000000.0,19595022.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,2915180918
443,44097,6,118129838.0,19.0,18.0,2657.0,4649.0,758.0,0.0,139.875,210.75,1460.0,0.0,258.25,483.0,61.8472024,0.313214685,3281384.5,8568704.0,29708801.0,19.0,118091906.0,6560661.5,11337741.0,29708890.0,90.0,118091929.0,6946584.0,11562846.0,29708902.0,166.0,1.0,0.0,0.0,0.0,380.0,360.0,0.1608399748802185,0.15237471461296082,0.0,1460.0,194.5,364.25,132587.125,0.0,0.0,0.0,17.0,37.0,0.0,0.0,0.0,0.0,199.75,139.875,258.25,0.0,0.0,0.0,0.0,7.0,3792.0,0.0,71.0,0.0,125.0,2640.0,3346.0,11.0,20.0,0,0,0,0,1437770000000000.0,23025020.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,1249713341,177772555
50953,5228,6,90112420.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066583497,18022484.0,24677784.0,45055669.0,320.0,90112024.0,45056012.0,32.526912689208984,45056035.0,45055989.0,90112100.0,45056048.0,57.982757568359375,45056091.0,45056009.0,0.0,0.0,0.0,0.0,60.0,60.0,0.03329174965620041,0.03329174965620041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2373.0,1315.0,0.0,20.0,0,0,0,0,1437770000000000.0,36787604.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,1249740988
57157,443,6,90112353.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066583546,18022470.0,24677858.0,45055719.0,278.0,90112014.0,45056008.0,14.142135620117188,45056017.0,45055997.0,90112075.0,45056036.0,0.7071067690849304,45056038.0,45056037.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0332917720079422,0.0332917720079422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2640.0,2598.0,0.0,20.0,0,0,0,0,1437770000000000.0,36787704.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,3627736163
57157,443,6,14647662.0,1.0,3.0,0.0,154.0,0.0,0.0,0.0,0.0,154.0,0.0,51.34375,88.9375,10.51362327,0.273081124,4882554.0,8456418.0,14647184.0,26.0,0.0,0.0,0.0,0.0,0.0,14647210.0,7323605.0,10357105.0,14647184.0,26.0,0.0,0.0,0.0,0.0,20.0,60.0,0.06827028095722198,0.20481084287166595,0.0,154.0,30.796875,68.875,4743.2001953125,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,38.5,0.0,51.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2640.0,2598.0,0.0,20.0,0,0,0,0,1437770000000000.0,0.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,3627736163
57361,443,6,113515977.0,308.0,313.0,166917.0,27165.0,1460.0,0.0,542.0,606.0,890.0,0.0,86.8125,178.625,1709.732895,5.470595562,183090.28125,718907.75,6719623.0,7.0,113515220.0,369756.40625,991345.0625,6720030.0,31.0,113515623.0,363832.125,981565.0625,6719930.0,7.0,0.0,0.0,0.0,0.0,6160.0,6260.0,2.7132744789123535,2.7573211193084717,0.0,1460.0,314.5,501.5,251455.90625,0.0,0.0,0.0,245.0,621.0,0.0,0.0,0.0,1.0,315.0,542.0,86.8125,0.0,0.0,0.0,0.0,11.0,4967.0,0.0,268.0,0.0,43.0,21142.0,8323.0,212.0,20.0,0,0,0,0,1437770000000000.0,34613076.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,3627735182
443,56254,6,114730121.0,275.0,265.0,13058.0,136034.0,485.0,0.0,47.46875,71.375,1460.0,0.0,513.5,584.0,1299.501811,4.706697729,212857.375,981676.9375,9447987.0,6.0,114690731.0,418579.3125,1347740.125,9447987.0,10.0,114730099.0,434583.71875,1374316.625,9458243.0,32.0,1.0,0.0,0.0,0.0,5500.0,5300.0,2.3969295024871826,2.3097684383392334,0.0,1460.0,276.0,473.0,223613.90625,0.0,0.0,0.0,232.0,540.0,0.0,0.0,0.0,0.0,276.5,47.46875,513.5,0.0,0.0,0.0,0.0,20.0,4246.0,0.0,24.0,0.0,251.0,21627.0,9520.0,109.0,20.0,0,0,0,0,1437770000000000.0,35311892.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,2915180897,177772555
34702,19305,6,119996187.0,3554.0,3144.0,208319.0,457035.0,182.0,0.0,58.625,52.34375,965.0,0.0,145.375,191.25,5544.792852,55.8184403,17917.90234375,18134.4921875,126759.0,27.0,119996187.0,33773.203125,24952.98046875,129842.0,56.0,119881672.0,38142.43359375,23896.48828125,151784.0,81.0,0.0,0.0,0.0,0.0,71080.0,62880.0,29.61760711669922,26.20083236694336,0.0,965.0,99.3125,143.125,20489.181640625,0.0,0.0,0.0,4250.0,6698.0,0.0,0.0,0.0,0.0,99.3125,58.625,145.375,0.0,0.0,0.0,0.0,4250.0,5547.0,0.0,31.0,0.0,68.0,2640.0,5292.0,2501.0,20.0,0,0,0,0,1437770000000000.0,34221012.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,2915189119
34481,443,6,105928233.0,18.0,18.0,6776.0,680.0,1460.0,0.0,376.5,560.0,271.0,0.0,37.78125,69.875,70.38727815,0.339852738,3026521.0,10763276.0,45044093.0,16.0,105927840.0,6231049.5,14999159.0,45044811.0,75.0,105927847.0,6231050.0,14998966.0,45044486.0,79.0,0.0,0.0,0.0,0.0,360.0,360.0,0.16992637515068054,0.16992637515068054,0.0,1460.0,241.0,470.75,221535.1875,0.0,0.0,0.0,14.0,36.0,0.0,0.0,0.0,1.0,247.625,376.5,37.78125,0.0,0.0,0.0,0.0,8.0,4475.0,0.0,188.0,0.0,18.0,2640.0,2970.0,9.0,20.0,0,0,0,0,1437770000000000.0,31264826.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,2915180905
41313,443,6,75831853.0,10.0,10.0,2879.0,1060.0,1460.0,0.0,288.0,573.0,583.0,0.0,106.0,197.75,51.94387113,0.263741412,3991150.25,12057586.0,45055621.0,15.0,75831702.0,8425745.0,16884784.0,45056069.0,127.0,75831405.0,8425712.0,16884640.0,45056018.0,35.0,0.0,0.0,0.0,0.0,200.0,200.0,0.13187070190906525,0.13187070190906525,0.0,1460.0,187.625,418.75,175378.5625,0.0,0.0,0.0,7.0,20.0,0.0,0.0,0.0,1.0,197.0,288.0,106.0,0.0,0.0,0.0,0.0,8.0,4115.0,0.0,143.0,0.0,53.0,14626.0,5386.0,4.0,20.0,0,0,0,0,1440000000000000.0,19550622.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,2915180918
443,44097,6,95031690.0,13.0,13.0,2317.0,2543.0,835.0,0.0,178.25,252.75,1460.0,0.0,195.625,428.0,51.14083523,0.273592946,3801267.5,9526595.0,29865951.0,15.0,94992735.0,7916061.0,12747260.0,29865951.0,17.0,95031667.0,7919305.5,12753627.0,29905186.0,72.0,1.0,0.0,0.0,0.0,260.0,260.0,0.1367964744567871,0.1367964744567871,0.0,1460.0,183.125,338.25,114494.75,0.0,0.0,0.0,12.0,26.0,0.0,0.0,0.0,1.0,190.25,178.25,195.625,0.0,0.0,0.0,0.0,9.0,4872.0,0.0,89.0,0.0,97.0,2640.0,3346.0,8.0,20.0,0,0,0,0,1437770000000000.0,17886206.0,1437770000000000.0,1440000000000000.0,Non-Tor,Audio-Streaming,Standard,4,1249713341,177772555
50953,5228,6,90112237.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066583632,18022448.0,24677662.0,45055505.0,283.0,90111954.0,45055976.0,11.313708305358887,45055985.0,45055969.0,90111691.0,45055844.0,81.3172836303711,45055903.0,45055788.0,0.0,0.0,0.0,0.0,60.0,60.0,0.03329181671142578,0.03329181671142578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2373.0,1315.0,0.0,20.0,0,0,0,0,1437770000000000.0,36787450.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,1249740988
57361,443,6,118012255.0,303.0,313.0,169732.0,26920.0,1460.0,0.0,560.0,607.0,991.0,0.0,86.0,183.125,1666.369311,5.219796876,191889.84375,731707.25,6423631.0,7.0,118011827.0,390767.625,1010860.0625,6423932.0,19.0,118011944.0,378243.40625,993630.875,6423983.0,7.0,0.0,0.0,0.0,0.0,6060.0,6260.0,2.5675299167633057,2.6522669792175293,0.0,1460.0,321.0,506.0,255916.96875,0.0,0.0,0.0,244.0,616.0,0.0,0.0,0.0,1.0,321.5,560.0,86.0,0.0,0.0,0.0,0.0,12.0,4842.0,0.0,275.0,0.0,43.0,21142.0,8323.0,216.0,20.0,0,0,0,0,1437770000000000.0,35469852.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,3627735182
443,56254,6,119994993.0,268.0,252.0,12791.0,138684.0,308.0,0.0,47.71875,75.9375,1460.0,0.0,550.5,588.0,1262.344338,4.333514149,231204.21875,980730.1875,8286094.0,7.0,119994993.0,449419.4375,1333703.125,8324473.0,7.0,119994548.0,478065.9375,1372052.0,8286094.0,32.0,1.0,0.0,0.0,0.0,5360.0,5040.0,2.233426570892334,2.1000876426696777,0.0,1460.0,291.0,482.75,232950.734375,0.0,0.0,0.0,224.0,520.0,0.0,0.0,0.0,0.0,291.5,47.71875,550.5,0.0,0.0,0.0,0.0,14.0,4016.0,0.0,24.0,0.0,266.0,21627.0,9520.0,99.0,20.0,0,0,0,0,1437770000000000.0,36047316.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,2915180897,177772555
34702,19305,6,119971592.0,3530.0,3137.0,195651.0,421633.0,215.0,0.0,55.4375,51.5,1460.0,0.0,134.375,191.5,5145.251386,55.57148896,17997.5390625,18109.0,120207.0,21.0,119971592.0,33995.91796875,25518.921875,132459.0,116.0,119928540.0,38242.51953125,23893.033203125,140889.0,175.0,1.0,0.0,0.0,0.0,70600.0,62740.0,29.42363166809082,26.147857666015625,0.0,1460.0,92.625,142.125,20211.20703125,0.0,0.0,0.0,4129.0,6667.0,0.0,0.0,0.0,0.0,92.625,55.4375,134.375,0.0,0.0,0.0,0.0,4130.0,5145.0,0.0,29.0,0.0,63.0,5292.0,5292.0,2421.0,20.0,0,0,0,0,1437770000000000.0,34602820.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,2915189119
41313,443,6,76007223.0,10.0,10.0,2879.0,1060.0,1460.0,0.0,288.0,573.0,498.0,0.0,106.0,186.875,51.82402204,0.263132887,4000380.25,12066894.0,45055475.0,11.0,76006973.0,8445219.0,16894038.0,45055972.0,98.0,76006726.0,8445192.0,16893790.0,45055839.0,11.0,0.0,0.0,0.0,0.0,200.0,200.0,0.13156644999980927,0.13156644999980927,0.0,1460.0,187.625,416.5,173484.65625,0.0,0.0,0.0,7.0,20.0,0.0,0.0,0.0,1.0,197.0,288.0,106.0,0.0,0.0,0.0,0.0,8.0,3773.0,0.0,143.0,0.0,53.0,14626.0,5386.0,4.0,20.0,0,0,0,0,1437770000000000.0,19595456.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,2915180918
46219,443,6,91343897.0,19.0,19.0,1967.0,5439.0,1349.0,0.0,103.5,306.25,1460.0,0.0,286.25,462.25,81.07821369,0.416010278,2468754.0,10318300.0,45087827.0,19.0,91343461.0,5074636.5,14541784.0,45088122.0,47.0,91343449.0,5074636.0,14541773.0,45088263.0,45.0,0.0,0.0,0.0,0.0,392.0,392.0,0.2080051451921463,0.2080051451921463,0.0,1460.0,189.875,393.5,154915.40625,0.0,2.0,0.0,14.0,37.0,0.0,0.0,0.0,1.0,194.875,103.5,286.25,0.0,0.0,0.0,0.0,16.0,5915.0,0.0,51.0,0.0,143.0,14600.0,1229.0,7.0,20.0,0,0,0,0,1437770000000000.0,18113330.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,2915182830
443,44097,6,118980714.0,20.0,20.0,2678.0,4633.0,835.0,0.0,133.875,212.125,1460.0,0.0,231.625,463.0,61.44693332,0.336188939,3050787.5,8284290.0,27843603.0,14.0,118980575.0,6262135.5,11125189.0,27843617.0,64.0,118980700.0,6262142.0,11125477.0,27843656.0,145.0,1.0,0.0,0.0,0.0,400.0,400.0,0.1680944710969925,0.1680944710969925,0.0,1460.0,180.375,354.75,125838.546875,0.0,0.0,0.0,18.0,40.0,0.0,0.0,0.0,1.0,184.875,133.875,231.625,0.0,0.0,0.0,0.0,8.0,3260.0,0.0,66.0,0.0,115.0,2640.0,3346.0,12.0,20.0,0,0,0,0,1437770000000000.0,18051832.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,1249713341,177772555
34481,443,6,118691440.0,27.0,27.0,12780.0,1020.0,1460.0,0.0,473.25,594.0,271.0,0.0,37.78125,70.25,116.2678623,0.4549612,2239461.25,8916222.0,45028426.0,12.0,118691239.0,4565047.5,12422760.0,45028702.0,116.0,118691105.0,4565042.5,12422609.0,45028787.0,19.0,0.0,0.0,0.0,0.0,540.0,540.0,0.22748060524463654,0.22748060524463654,0.0,1460.0,277.5,496.0,246034.171875,0.0,0.0,0.0,20.0,54.0,0.0,0.0,0.0,1.0,282.5,473.25,37.78125,0.0,0.0,0.0,0.0,8.0,5567.0,0.0,236.0,0.0,18.0,2640.0,2970.0,16.0,20.0,0,0,0,0,1437770000000000.0,47535612.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,2915180905
50953,5228,6,90112388.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06658352,18022478.0,24677578.0,45055558.0,449.0,90111887.0,45055944.0,89.80255889892578,45056007.0,45055880.0,90111939.0,45055968.0,292.03509521484375,45056176.0,45055763.0,0.0,0.0,0.0,0.0,60.0,60.0,0.033291760832071304,0.033291760832071304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2373.0,1315.0,0.0,20.0,0,0,0,0,1437770000000000.0,36787336.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,1249740988
57361,443,6,119985238.0,295.0,306.0,169930.0,26441.0,1460.0,0.0,576.0,608.5,821.0,0.0,86.4375,185.125,1636.626332,5.008949518,199975.390625,670150.5,6325336.0,8.0,119985025.0,408112.34375,916511.625,6325686.0,17.0,119984759.0,393392.65625,899547.3125,6325570.0,8.0,0.0,0.0,0.0,0.0,5900.0,6120.0,2.4586358070373535,2.550313711166382,0.0,1460.0,328.5,510.5,260528.171875,0.0,0.0,0.0,237.0,601.0,0.0,0.0,0.0,1.0,329.25,576.0,86.4375,0.0,0.0,0.0,0.0,9.0,5143.0,0.0,282.0,0.0,43.0,21142.0,8323.0,214.0,20.0,0,0,0,0,1437770000000000.0,35078904.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,3627735182
443,56254,6,119899534.0,268.0,256.0,13575.0,135212.0,485.0,0.0,50.65625,82.875,1460.0,0.0,528.0,585.0,1240.930594,4.370325576,229253.40625,1110855.625,11165996.0,5.0,119899534.0,449061.9375,1524816.75,11166291.0,8.0,119859082.0,470035.625,1558751.25,11166444.0,29.0,1.0,0.0,0.0,0.0,5360.0,5120.0,2.2352046966552734,2.1351208686828613,0.0,1460.0,283.75,476.5,226991.234375,0.0,0.0,0.0,227.0,524.0,0.0,0.0,0.0,0.0,284.25,50.65625,528.0,0.0,0.0,0.0,0.0,15.0,4256.0,0.0,25.0,0.0,258.0,21627.0,9520.0,102.0,20.0,0,0,0,0,1437770000000000.0,35157396.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,2915180897,177772555
34702,19305,6,119991799.0,3648.0,3232.0,215298.0,502684.0,177.0,0.0,59.03125,51.59375,1038.0,0.0,155.5,201.25,5983.592262,57.33725186,17443.203125,17532.419921875,113467.0,0.0,119970222.0,32895.58984375,24084.5546875,138077.0,70.0,119969371.0,37130.72265625,23456.564453125,143881.0,25.0,0.0,0.0,0.0,0.0,72960.0,64640.0,30.40207862854004,26.9351749420166,0.0,1038.0,104.3125,150.875,22752.16015625,0.0,0.0,0.0,4389.0,6880.0,0.0,0.0,0.0,0.0,104.375,59.03125,155.5,0.0,0.0,0.0,0.0,4389.0,5984.0,0.0,31.0,0.0,73.0,5292.0,5292.0,2579.0,20.0,0,0,0,0,1437770000000000.0,33924840.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,2915189119
46219,443,6,104810087.0,5.0,6.0,0.0,154.0,0.0,0.0,0.0,0.0,85.0,0.0,25.671875,40.09375,1.469324226,0.104951731,10481009.0,18782280.0,45055562.0,28.0,104810003.0,26202500.0,22571172.0,45056025.0,49898.0,104809642.0,20961928.0,22784670.0,45056115.0,112.0,0.0,0.0,0.0,0.0,100.0,120.0,0.047705333679914474,0.05724639818072319,0.0,85.0,12.8359375,30.171875,909.9697265625,1.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,1.0,14.0,0.0,25.671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2257.0,1229.0,0.0,20.0,0,0,0,0,1437770000000000.0,38733508.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,2915182830
41313,443,6,90112533.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066583413,18022506.0,24677744.0,45055836.0,367.0,90112096.0,45056048.0,219.20310974121094,45056203.0,45055893.0,90112047.0,45056024.0,352.8462829589844,45056273.0,45055774.0,0.0,0.0,0.0,0.0,60.0,60.0,0.033291708678007126,0.033291708678007126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14626.0,5386.0,0.0,20.0,0,0,0,0,1437770000000000.0,36787612.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,2915180918
34481,443,6,74939722.0,12.0,12.0,4132.0,340.0,1460.0,0.0,344.25,584.5,117.0,0.0,28.328125,43.5,59.67462756,0.320257393,3258248.75,10938481.0,45023412.0,13.0,74939294.0,6812663.0,15381969.0,45024057.0,57.0,74939077.0,6812643.5,15381843.0,45023604.0,13.0,0.0,0.0,0.0,0.0,240.0,240.0,0.16012869775295258,0.16012869775295258,0.0,1460.0,178.875,428.75,183869.6875,0.0,0.0,0.0,8.0,24.0,0.0,0.0,0.0,1.0,186.375,344.25,28.328125,0.0,0.0,0.0,0.0,10.0,5769.0,0.0,172.0,0.0,14.0,2640.0,2970.0,6.0,20.0,0,0,0,0,1437770000000000.0,17557890.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,2915180905
443,44097,6,96006245.0,13.0,13.0,2333.0,2543.0,758.0,0.0,179.5,243.5,1460.0,0.0,195.625,428.0,50.78836278,0.270815716,3840249.75,9260025.0,27871080.0,4.0,96006175.0,8000514.5,12287262.0,27871113.0,12.0,96006212.0,8000517.5,12287579.0,27871098.0,35.0,1.0,0.0,0.0,0.0,260.0,260.0,0.13540786504745483,0.13540786504745483,0.0,1460.0,183.75,335.25,112367.6640625,0.0,0.0,0.0,12.0,26.0,0.0,0.0,0.0,1.0,190.75,179.5,195.625,0.0,0.0,0.0,0.0,6.0,28020.0,0.0,89.0,0.0,97.0,2640.0,3346.0,8.0,20.0,0,0,0,0,1437770000000000.0,16866594.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,1249713341,177772555
50953,5228,6,90433756.0,4.0,4.0,53.0,53.0,53.0,0.0,13.25,26.5,53.0,0.0,13.25,26.5,1.172128691,0.088462543,12919108.0,21942704.0,45055860.0,101.0,90433385.0,30144462.0,25798942.0,45056072.0,354415.0,90433523.0,30144508.0,25799272.0,45056231.0,354081.0,1.0,0.0,0.0,0.0,80.0,80.0,0.044231269508600235,0.044231269508600235,0.0,53.0,17.671875,26.5,702.25,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,1.0,19.875,13.25,13.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,2373.0,1315.0,0.0,20.0,0,0,0,0,1437770000000000.0,36829920.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,1249740988
57361,443,6,114538912.0,294.0,303.0,164390.0,26649.0,1460.0,0.0,559.0,608.5,1161.0,0.0,87.9375,180.0,1667.89606,5.21220247,192179.375,671715.5625,5640718.0,5.0,114538655.0,390916.90625,920600.0,5641005.0,19.0,114538701.0,379267.21875,906272.75,5641066.0,5.0,0.0,0.0,0.0,0.0,5880.0,6060.0,2.5668132305145264,2.6453890800476074,0.0,1460.0,322.0,505.5,255654.34375,0.0,0.0,0.0,236.0,597.0,0.0,0.0,0.0,1.0,322.5,559.0,87.9375,0.0,0.0,0.0,0.0,10.0,5113.0,0.0,275.0,0.0,44.0,21142.0,8323.0,208.0,20.0,0,0,0,0,1440000000000000.0,34452480.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,3627735182
443,56254,6,119410106.0,261.0,245.0,12074.0,127017.0,308.0,0.0,46.25,70.0625,1460.0,0.0,518.5,584.5,1164.817658,4.237497285,236455.65625,1191063.0,11541757.0,8.0,119410106.0,459269.625,1630598.0,11542044.0,8.0,119407523.0,489375.09375,1680707.0,11542074.0,31.0,1.0,0.0,0.0,0.0,5220.0,4900.0,2.1857447624206543,2.0517525672912598,0.0,1460.0,274.5,472.25,222939.71875,0.0,0.0,0.0,221.0,506.0,0.0,0.0,0.0,0.0,275.0,46.25,518.5,0.0,0.0,0.0,0.0,18.0,4008.0,0.0,23.0,0.0,251.0,21627.0,9520.0,103.0,20.0,0,0,0,0,1437770000000000.0,34440228.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,2915180897,177772555
34702,19305,6,119995754.0,3533.0,3175.0,190131.0,537809.0,180.0,0.0,53.8125,50.34375,1460.0,0.0,169.375,206.875,6066.381315,55.901978,17891.12109375,18399.4921875,133812.0,4.0,119995754.0,33973.8828125,25454.435546875,149003.0,91.0,119955813.0,37793.26171875,23713.755859375,149187.0,60.0,0.0,0.0,0.0,0.0,70660.0,63500.0,29.44270896911621,26.459270477294922,0.0,1460.0,108.5,157.875,24924.48046875,0.0,0.0,0.0,4219.0,6708.0,0.0,0.0,0.0,0.0,108.5,53.8125,169.375,0.0,0.0,0.0,0.0,4220.0,6068.0,0.0,28.0,0.0,80.0,2640.0,5292.0,2397.0,20.0,0,0,0,0,1437770000000000.0,34715940.0,1437770000000000.0,1437770000000000.0,Non-Tor,Audio-Streaming,Standard,4,177772555,2915189119
